"FLEX_VALUE";"DESCRIPTION";"FLEX_VALUE||'00'";"DESCRIPTION_1";
"472420";"COMPTE ATTENTE MIGRATION AS";"47242000";"COMPTE ATTENTE MIGRATION AS";
"472452";"COMPTE ATTENTE INTER SOCIETES GROUPE";"47245200";"COMPTE ATTENTE INTER SOCIETES GROUPE";
"472600";"COMPTE ATTENTE AJUSTEMENTS AP";"47260000";"COMPTE ATTENTE AJUSTEMENTS AP";
"472666";"ECART DE CHANGE REGLEMENT FOUR ETRANGERS";"47266600";"ECART DE CHANGE REGLEMENT FOUR ETRANGERS";
"476100";"DIMINUTION DES CREANCES";"47610000";"DIMINUTION DES CREANCES";
"477100";"AUGMENTATION DES CREANCES";"47710000";"AUGMENTATION DES CREANCES";
"481600";"FRAIS D EMISSION EMPRUNT";"48160000";"FRAIS D EMISSION EMPRUNT";
"481800";"CHARGES A ETALER";"48180000";"CHARGES A ETALER";
"486150";"CH CONST AVANCE DIVERS";"48615000";"CH CONST AVANCE DIVERS";
"486200";"Charges constatées d'avances 3SI";"48620000";"Charges constatées d'avances 3SI";
"487000";"PRODUITS CONSTATES D'AVANCE";"48700000";"PRODUITS CONSTATES D'AVANCE";
"491000";"PROVISION CREANCES DOUTEUSES";"49100000";"PROVISION CREANCES DOUTEUSES";
"491100";"PROV DOUTEUX MENSUEL HORS 416";"49110000";"PROV DOUTEUX MENSUEL HORS 416";
"495100";"PROV DEPREC.C/C";"49510000";"PROV DEPREC.C/C";
"496000";"PROV DEP DEBITEURS DIVERS";"49600000";"PROV DEP DEBITEURS DIVERS";
"496700";"DEPRECIATION COMPTE DEBITEUR";"49670000";"DEPRECIATION COMPTE DEBITEUR";
"507000";"DEPOT A TERME SG";"50700000";"DEPOT A TERME SG";
"507050";"DEPOT A TERME BNP";"50705000";"DEPOT A TERME BNP";
"507100";"DEPOT A TERME HSBC";"50710000";"DEPOT A TERME HSBC";
"507250";"DEPOT A TERME PALATINE";"50725000";"DEPOT A TERME PALATINE";
"507650";"DEPOT A TERME CA-CIB";"50765000";"DEPOT A TERME CA-CIB";
"508000";"VMP SG";"50800000";"VMP SG";
"508100";"V M P";"50810000";"V M P";
"508110";"AUTRES VMP";"50811000";"AUTRES VMP";
"508400";"VMP CA IDF";"50840000";"VMP CA IDF";
"508800";"INTERETS COURUS SUR BON";"50880000";"INTERETS COURUS SUR BON";
"512000";"SOCIETE GENERALE";"51200000";"SOCIETE GENERALE";
"512001";"SOCIETE GENERALE ( carte affaires)";"51200100";"SOCIETE GENERALE ( carte affaires)";
"512002";"SG INFOG/SYST";"51200200";"SG INFOG/SYST";
"512003";"SOCIETE GENERALE BUS";"51200300";"SOCIETE GENERALE BUS";
"512004";"SOCIETE GENERALE (EX NEMAUSIC)";"51200400";"SOCIETE GENERALE (EX NEMAUSIC)";
"512005";"Société Générale Consulting";"51200500";"Société Générale Consulting";
"512006";"SG ADDSTONES";"51200600";"SG ADDSTONES";
"512007";"Non utilis";"51200700";"Non utilis";
"512008";"SG IT";"51200800";"SG IT";
"512009";"SG EX CHRONOTIME";"51200900";"SG EX CHRONOTIME";
"512050";"BNP PARIBAS";"51205000";"BNP PARIBAS";
"512051";"BNP PARIBAS BUS";"51205100";"BNP PARIBAS BUS";
"512052";"BNP FACTOR";"51205200";"BNP FACTOR";
"512053";"BNP FACTOR BUS";"51205300";"BNP FACTOR BUS";
"512054";"BNP COMPTE CENTRALISATEUR";"51205400";"BNP COMPTE CENTRALISATEUR";
"512055";"BNP ALGERIE";"51205500";"BNP ALGERIE";
"512056";"BNP INFOG/SYST";"51205600";"BNP INFOG/SYST";
"512057";"BNP FACTOR (ex - IP)";"51205700";"BNP FACTOR (ex - IP)";
"512058";"BNP (ex gfi bfa)";"51205800";"BNP (ex gfi bfa)";
"512059";"BNP (ex ELIOS)";"51205900";"BNP (ex ELIOS)";
"512060";"BNP CAD";"51206000";"BNP CAD";
"512100";"HSBC ( ex CCF )";"51210000";"HSBC ( ex CCF )";
"512101";"HSBC (ex euvoxa)";"51210100";"HSBC (ex euvoxa)";
"512102";"SG2 Gfi Informatique";"51210200";"SG2 Gfi Informatique";
"512150";"CREDIT LYONNAIS";"51215000";"CREDIT LYONNAIS";
"512200";"BANQUE COURTOIS";"51220000";"BANQUE COURTOIS";
"512250";"SAN PAOLO";"51225000";"SAN PAOLO";
"512251";"PALATINE EX CHRONOTIME";"51225100";"PALATINE EX CHRONOTIME";
"512300";"BANQUE POPULAIRE";"51230000";"BANQUE POPULAIRE";
"512301";"BQUE POPULAIRE (EX ADIX)";"51230100";"BQUE POPULAIRE (EX ADIX)";
"512302";"BQUE POPULAIRE (EX GEOSPHERE)";"51230200";"BQUE POPULAIRE (EX GEOSPHERE)";
"512303";"BPRP AIRIAL";"51230300";"BPRP AIRIAL";
"512350";"BRED";"51235000";"BRED";
"512400";"CREDIT AGRICOLE";"51240000";"CREDIT AGRICOLE";
"512401";"ENCAISSEMENTS EUROFACTOR CRCAM";"51240100";"ENCAISSEMENTS EUROFACTOR CRCAM";
"512402";"BANQUES EN DOLLARS";"51240200";"BANQUES EN DOLLARS";
"512403";"CA DACRYDIUM";"51240300";"CA DACRYDIUM";
"512405";"CA IDF en Euros";"51240500";"CA IDF en Euros";
"512406";"CA IDF  en USD";"51240600";"CA IDF  en USD";
"512450";"ODDO";"51245000";"ODDO";
"512451";"ODDI";"51245100";"ODDI";
"512500";"CAISSE EPARGNE";"51250000";"CAISSE EPARGNE";
"512501";"CAISSE EPARGNE (reverse)";"51250100";"CAISSE EPARGNE (reverse)";
"512550";"CAISSE EPARGNE";"51255000";"CAISSE EPARGNE";
"512600";"CDN GFI INFORMATIQUE";"51260000";"CDN GFI INFORMATIQUE";
"512650";"BANQUE CALYON";"51265000";"BANQUE CALYON";
"512700";"CIC";"51270000";"CIC";
"512701";"CIC AIRIAL";"51270100";"CIC AIRIAL";
"512703";"CIC BUS";"51270300";"CIC BUS";
"512704";"CIC EX ISYS GROUPE";"51270400";"CIC EX ISYS GROUPE";
"512705";"CIC EX ORDIROPE DIFFUSION";"51270500";"CIC EX ORDIROPE DIFFUSION";
"512706";"CIC EX ORDIROPE MEDITERRANEE";"51270600";"CIC EX ORDIROPE MEDITERRANEE";
"512707";"CIC EX ORDIROPE";"51270700";"CIC EX ORDIROPE";
"512800";"BECM";"51280000";"BECM";
"512850";"banque DBS (SGD)";"51285000";"banque DBS (SGD)";
"512860";"banque DBS (euro)";"51286000";"banque DBS (euro)";
"512900";"NATIXIS";"51290000";"NATIXIS";
"517000";"CREANCE OSEO DAILLY";"51700000";"CREANCE OSEO DAILLY";
"517100";"FACTOR AIRIAL";"51710000";"FACTOR AIRIAL";
"517600";"CC FACTOR CGA/CGA/OTE";"51760000";"CC FACTOR CGA/CGA/OTE";
"517700";"CC FACTOR";"51770000";"CC FACTOR";
"517703";"FACTOR BNP BUS";"51770300";"FACTOR BNP BUS";
"517704";"CC FACTOR TUP COGNITIS";"51770400";"CC FACTOR TUP COGNITIS";
"517705";"CC FACTOR TUP GFI IP";"51770500";"CC FACTOR TUP GFI IP";
"518600";"INTERETS COURUS A PAYER";"51860000";"INTERETS COURUS A PAYER";
"518700";"INTERETS COURUS A RECEVOIR";"51870000";"INTERETS COURUS A RECEVOIR";
"519000";"CONCOURS BANCAIRES COURANTS";"51900000";"CONCOURS BANCAIRES COURANTS";
"532000";"CAISSE";"53200000";"CAISSE";
"532001";"CAISSE USD";"53200100";"CAISSE USD";
"532002";"CAISSE DEVISES";"53200200";"CAISSE DEVISES";
"532015";"CAISSE LYON";"53201500";"CAISSE LYON";
"532021";"CAISSE BORDEAUX";"53202100";"CAISSE BORDEAUX";
"532022";"CAISSE NIORT";"53202200";"CAISSE NIORT";
"580100";"VIREMENTS INTERNES";"58010000";"VIREMENTS INTERNES";
"602100";"ACHAT FOURNITURE STOCKE";"60210000";"ACHAT FOURNITURE STOCKE";
"603200";"VARIATION STOCK FOURNITURES";"60320000";"VARIATION STOCK FOURNITURES";
"603700";"VARIATION STOCK MATERIEL / OTHER";"60370000";"VARIATION STOCK MATERIEL / OTHER";
"604100";"S/TRAITANCE INFORMATIQUE REGIE";"60410000";"S/TRAITANCE INFORMATIQUE REGIE";
"604101";"S/TRAITANCE INFORMATIQUE PROJET / FORFAIT";"60410100";"S/TRAITANCE INFORMATIQUE PROJET / FORFAIT";
"604102";"SOUS TRAITANCE - INDEPENDANTS REGIE";"60410200";"SOUS TRAITANCE - INDEPENDANTS REGIE";
"604103";"SOUS TRAITANCE - INDEPENDANTS PROJET / FORFAIT";"60410300";"SOUS TRAITANCE - INDEPENDANTS PROJET / FORFAIT";
"604120";"SOUS-TRAITANCE TMA";"60412000";"SOUS-TRAITANCE TMA";
"604121";"INDEPENDANTS TMA";"60412100";"INDEPENDANTS TMA";
"604130";"SOUS-TRAITANCE INFRASTRUCTURE";"60413000";"SOUS-TRAITANCE INFRASTRUCTURE";
"604131";"INDEPENDANTS INFRASTRUCTURE";"60413100";"INDEPENDANTS INFRASTRUCTURE";
"604140";"SOUS-TRAITANCE MAINTENANCE";"60414000";"SOUS-TRAITANCE MAINTENANCE";
"604141";"INDEPENDANTS MAINTENANCE";"60414100";"INDEPENDANTS MAINTENANCE";
"604150";"SOUS-TRAITANCE R&D";"60415000";"SOUS-TRAITANCE R&D";
"604151";"INDEPENDANTS R&D";"60415100";"INDEPENDANTS R&D";
"604160";"SOUS-TRAITANCE DEVELOPPEMENT";"60416000";"SOUS-TRAITANCE DEVELOPPEMENT";
"604161";"INDEPENDANTS DEVELOPPEMENT";"60416100";"INDEPENDANTS DEVELOPPEMENT";
"604300";"ACHATS MAINTENANCE";"60430000";"ACHATS MAINTENANCE";
"604301";"ACHAT DE MAINTENANCE GROUPE";"60430100";"ACHAT DE MAINTENANCE GROUPE";
"604400";"ACHATS FORMATION POUR REVENTE";"60440000";"ACHATS FORMATION POUR REVENTE";
"606100";"EAU ENERGIE FUEL";"60610000";"EAU ENERGIE FUEL";
"606110";"CARBURANT VEHICULES";"60611000";"CARBURANT VEHICULES";
"606300";"PETIT EQUIPEMENT";"60630000";"PETIT EQUIPEMENT";
"606309";"PETIT EQUIPEMENT/PAIE";"60630900";"PETIT EQUIPEMENT/PAIE";
"606400";"FOURNIT ADMINISTRATIVES";"60640000";"FOURNIT ADMINISTRATIVES";
"606409";"FOURNIT ADMINISTRATIVES/PAIE";"60640900";"FOURNIT ADMINISTRATIVES/PAIE";
"606800";"ACHATS MAT. INF. NON STOCKE";"60680000";"ACHATS MAT. INF. NON STOCKE";
"607100";"ACHAT MATERIEL POUR REVENTE";"60710000";"ACHAT MATERIEL POUR REVENTE";
"607101";"ACHAT MATERIEL REVENTE GROUPE";"60710100";"ACHAT MATERIEL REVENTE GROUPE";
"607200";"ACHAT FOURNITURE POUR REVENTE";"60720000";"ACHAT FOURNITURE POUR REVENTE";
"607400";"ACHAT LOGICIELS POUR REVENTE";"60740000";"ACHAT LOGICIELS POUR REVENTE";
"607401";"ACHAT LOGICIEL P/REVENTE GROUP";"60740100";"ACHAT LOGICIEL P/REVENTE GROUP";
"609000";"RRR OBTENUS";"60900000";"RRR OBTENUS";
"611100";"SOUS TRAITANCE SECURITE";"61110000";"SOUS TRAITANCE SECURITE";
"611120";"SOUS-TRAITANCE DIVERS";"61112000";"SOUS-TRAITANCE DIVERS";
"613200";"LOCATIONS IMMOBILIERES";"61320000";"LOCATIONS IMMOBILIERES";
"613201";"COUTS LOCATION IMMOBILIERE GROUPE ";"61320100";"COUTS LOCATION IMMOBILIERE GROUPE ";
"613500";"LOC LOGICIELS & MAT INFORMAT.";"61350000";"LOC LOGICIELS & MAT INFORMAT.";
"613520";"LOCAT MATERIEL COMMUNICATION";"61352000";"LOCAT MATERIEL COMMUNICATION";
"613530";"LOCATION MAT MOB BUREAU";"61353000";"LOCATION MAT MOB BUREAU";
"613540";"LOCATION VEHICULES COURT DUREE";"61354000";"LOCATION VEHICULES COURT DUREE";
"613550";"LOCATION VEHICULES LONGUE DUREE";"61355000";"LOCATION VEHICULES LONGUE DUREE";
"613559";"LOCATION VEHICULES/PAIE";"61355900";"LOCATION VEHICULES/PAIE";
"613560";"LOCATION DIVERSE";"61356000";"LOCATION DIVERSE";
"613561";"LOCATION GERANCE";"61356100";"LOCATION GERANCE";
"614000";"CHARGES LOCATIVES";"61400000";"CHARGES LOCATIVES";
"615200";"ENTR REPAR BIENS IMMOBILIERS";"61520000";"ENTR REPAR BIENS IMMOBILIERS";
"615500";"ENTR REPAR BIENS MOBILIERS";"61550000";"ENTR REPAR BIENS MOBILIERS";
"615510";"ENTRETIEN DIVERS";"61551000";"ENTRETIEN DIVERS";
"615582";"ENTRETIEN VEHICULES";"61558200";"ENTRETIEN VEHICULES";
"615600";"MAINTENANCE INFORMATIQUE";"61560000";"MAINTENANCE INFORMATIQUE";
"615610";"MAINTENANCE DIVERSES";"61561000";"MAINTENANCE DIVERSES";
"615650";"maintenance véhicules LDD";"61565000";"maintenance véhicules LDD";
"616100";"ASSUR. MISSIONS ET DEPLACEMENT";"61610000";"ASSUR. MISSIONS ET DEPLACEMENT";
"616200";"ASSURANCE RESPONSAB. CIVILE";"61620000";"ASSURANCE RESPONSAB. CIVILE";
"616300";"ASSURANCE AUTOMOBILE";"61630000";"ASSURANCE AUTOMOBILE";
"616400";"ASSURANCE LOCAUX ET MATERIEL";"61640000";"ASSURANCE LOCAUX ET MATERIEL";
"616500";"ASSURANCE RISQUE EXPLOITATION";"61650000";"ASSURANCE RISQUE EXPLOITATION";
"616600";"AUTRES ASSURANCES";"61660000";"AUTRES ASSURANCES";
"618100";"DOCUMENTATION GENERALE";"61810000";"DOCUMENTATION GENERALE";
"618109";"DOCUMENTATION GENERALE/PAIE";"61810900";"DOCUMENTATION GENERALE/PAIE";
"618110";"ABONNEMENTS";"61811000";"ABONNEMENTS";
"618500";"FRAIS SEMINAIRES";"61850000";"FRAIS SEMINAIRES";
"621100";"PERSONNEL INTERIMAIRE";"62110000";"PERSONNEL INTERIMAIRE";
"621401";"ACHAT RESSOURCES GROUPE";"62140100";"ACHAT RESSOURCES GROUPE";
"622100";"COMMISSIONS ET COURTAGES";"62210000";"COMMISSIONS ET COURTAGES";
"622311";"HONORAIRES ORGAN. DE FORMATION PRODUCTIFS";"62231100";"HONORAIRES ORGAN. DE FORMATION PRODUCTIFS";
"622312";"HONORAIRES ORGAN. DE FORMATION SUPPORT PRODUITS";"62231200";"HONORAIRES ORGAN. DE FORMATION SUPPORT PRODUITS";
"622313";"HONORAIRES ORGAN. DE FORMATION COMMERCIAUX";"62231300";"HONORAIRES ORGAN. DE FORMATION COMMERCIAUX";
"622314";"HONORAIRES ORGAN. DE FORMATION ADMINISTRATIFS";"62231400";"HONORAIRES ORGAN. DE FORMATION ADMINISTRATIFS";
"622500";"COMMISSIONS FACTOR";"62250000";"COMMISSIONS FACTOR";
"622600";"HONORAIRES AVOCATS";"62260000";"HONORAIRES AVOCATS";
"622620";"HONORAIRES ORGAN. DE FORMATION";"62262000";"HONORAIRES ORGAN. DE FORMATION";
"622630";"HONORAIRES C.A.C.";"62263000";"HONORAIRES C.A.C.";
"622640";"HONORAIRES DIVERS";"62264000";"HONORAIRES DIVERS";
"622650";"HONORAIRES RECRUTEMENTS";"62265000";"HONORAIRES RECRUTEMENTS";
"622700";"FRAIS D'ACTES & CONTENTIEUX";"62270000";"FRAIS D'ACTES & CONTENTIEUX";
"623100";"PUBLICITE ANNONCES & INSERTION";"62310000";"PUBLICITE ANNONCES & INSERTION";
"623300";"FOIRES & EXPOSITIONS";"62330000";"FOIRES & EXPOSITIONS";
"623400";"CADEAUX CLIENTELE";"62340000";"CADEAUX CLIENTELE";
"623409";"CADEAUX CLIENTELE/PAIE";"62340900";"CADEAUX CLIENTELE/PAIE";
"623800";"DONS, POURBOIRES";"62380000";"DONS, POURBOIRES";
"624400";"TRANSPORTS";"62440000";"TRANSPORTS";
"624409";"TRANSPORTS/PAIE";"62440900";"TRANSPORTS/PAIE";
"625100";"INDEMNITES KILOMETRIQUES";"62510000";"INDEMNITES KILOMETRIQUES";
"625109";"INDEMNITES KM/PAIE";"62510900";"INDEMNITES KM/PAIE";
"625120";"VOYAGES ET DEPLACEMENTS PRODUCTIFS";"62512000";"VOYAGES ET DEPLACEMENTS PRODUCTIFS";
"625121";"VOYAGES ET DEPLACEMENTS PRODUCTIF";"62512100";"VOYAGES ET DEPLACEMENTS PRODUCTIF";
"625122";"VOYAGES ET DEPLACEMENTS SUPPORT PRODUITS";"62512200";"VOYAGES ET DEPLACEMENTS SUPPORT PRODUITS";
"625123";"VOYAGES ET DEPLACEMENTS COMMERCIAUX";"62512300";"VOYAGES ET DEPLACEMENTS COMMERCIAUX";
"625124";"VOYAGES ET DEPLACEMENTS ADMINISTRATIFS";"62512400";"VOYAGES ET DEPLACEMENTS ADMINISTRATIFS";
"625129";"AUTRES TRANSPORTS/PAIE";"62512900";"AUTRES TRANSPORTS/PAIE";
"625341";"PROV DEPLACEMENTS PRODUCTIFS";"62534100";"PROV DEPLACEMENTS PRODUCTIFS";
"625342";"PROV DEPLACEMENTS SUPPORT PRODUIT";"62534200";"PROV DEPLACEMENTS SUPPORT PRODUIT";
"625343";"PROV DEPLACEMENTS COMMERCIAUX";"62534300";"PROV DEPLACEMENTS COMMERCIAUX";
"625344";"PROV DEPLACEMENTS ADMINISTRATIFS";"62534400";"PROV DEPLACEMENTS ADMINISTRATIFS";
"625600";"MISSIONS";"62560000";"MISSIONS";
"625609";"FRAIS DE MISSION/PAIE";"62560900";"FRAIS DE MISSION/PAIE";
"625700";"RECEPTIONS PRODUCTIFS";"62570000";"RECEPTIONS PRODUCTIFS";
"625704";"RECEPTIONS ADMINISTRATIFS";"62570400";"RECEPTIONS ADMINISTRATIFS";
"625709";"RECEPTIONS/PAIE";"62570900";"RECEPTIONS/PAIE";
"626100";"FRAIS D'AFFRANCHISSEMENTS";"62610000";"FRAIS D'AFFRANCHISSEMENTS";
"626109";"AFF-TEL ET INTERNET/PAIE";"62610900";"AFF-TEL ET INTERNET/PAIE";
"626200";"FRAIS DE TELECOMM. SUR NDF";"62620000";"FRAIS DE TELECOMM. SUR NDF";
"626210";"TELEPHONE";"62621000";"TELEPHONE";
"626310";"LIGNES SPECIALISEES TRANSPAC";"62631000";"LIGNES SPECIALISEES TRANSPAC";
"627100";"SERVICES BANCAIRES";"62710000";"SERVICES BANCAIRES";
"627109";"SERVICES BANCAIRES/PAIE";"62710900";"SERVICES BANCAIRES/PAIE";
"627200";"FRAIS SUR EMMISSION D EMPRUNT";"62720000";"FRAIS SUR EMMISSION D EMPRUNT";
"627500";"FRAIS SUR EFFETS";"62750000";"FRAIS SUR EFFETS";
"628100";"COTISATIONS DONS CONCOURS";"62810000";"COTISATIONS DONS CONCOURS";
"628109";"COTISATIONS DONS CONCOURS/PAIE";"62810900";"COTISATIONS DONS CONCOURS/PAIE";
"628400";"FRAIS DE RECRUTEMENT PERSONNEL";"62840000";"FRAIS DE RECRUTEMENT PERSONNEL";
"633300";"FORMATION CONTINUE";"63330000";"FORMATION CONTINUE";
"633325";"FORMATION DIF";"63332500";"FORMATION DIF";
"633400";"PARTICIPATION CONSTRUCTION";"63340000";"PARTICIPATION CONSTRUCTION";
"633500";"TAXE D'APPRENTISSAGE";"63350000";"TAXE D'APPRENTISSAGE";
"633800";"AUTRES TAXES (AGEPHIP...)";"63380000";"AUTRES TAXES (AGEPHIP...)";
"635100";"ANCIENNE TP";"63510000";"ANCIENNE TP";
"635115";"CVAE";"63511500";"CVAE";
"635116";"CFE";"63511600";"CFE";
"635120";"TAXES FONCIERES";"63512000";"TAXES FONCIERES";
"635140";"TAXE VEHICULES DE SOCIETE";"63514000";"TAXE VEHICULES DE SOCIETE";
"635150";"IMPOT FORFAITAIRE ANNUEL";"63515000";"IMPOT FORFAITAIRE ANNUEL";
"635400";"DROITS D'ENREGIST. & TIMBRES";"63540000";"DROITS D'ENREGIST. & TIMBRES";
"635409";"DROITS D'ENREGIST. & TIMBRES PAIE";"63540900";"DROITS D'ENREGIST. & TIMBRES PAIE";
"635800";"AUTRES TAXES";"63580000";"AUTRES TAXES";
"637100";"TAXE ORGANIQUE";"63710000";"TAXE ORGANIQUE";
"641100";"SALAIRES ET APPOINTEMENTS";"64110000";"SALAIRES ET APPOINTEMENTS";
"641101";"SALAIRES APPORTS PARTIELS";"64110100";"SALAIRES APPORTS PARTIELS";
"641104";"HEURES SUPPLEMENTAIRES";"64110400";"HEURES SUPPLEMENTAIRES";
"641105";"PRIMES ASTREINTES";"64110500";"PRIMES ASTREINTES";
"641106";"Ind preavis non effectues payes";"64110600";"Ind preavis non effectues payes";
"641107";"CONGÉS PAYÉS/PAIE";"64110700";"CONGÉS PAYÉS/PAIE";
"641120";"PROV.13EME MOIS HORS CHARGES";"64112000";"PROV.13EME MOIS HORS CHARGES";
"641121";"PROV.PRIMES DE VACANCES";"64112100";"PROV.PRIMES DE VACANCES";
"641130";"PROV. CONGES PAYES BRUT (PAIE)";"64113000";"PROV. CONGES PAYES BRUT (PAIE)";
"641131";"REGUL PROV CP REGLE 10%";"64113100";"REGUL PROV CP REGLE 10%";
"641140";"PROVISION ARTT BRUT (PAIE)";"64114000";"PROVISION ARTT BRUT (PAIE)";
"641150";"PROVISION PRIME DE PRECARITE";"64115000";"PROVISION PRIME DE PRECARITE";
"641160";"PROVISIONS REPOS COMPENSATEUR";"64116000";"PROVISIONS REPOS COMPENSATEUR";
"641211";"PROVISION PREAVIS PAYES NON EFFECTUES PRODUCTIFS";"64121100";"PROVISION PREAVIS PAYES NON EFFECTUES PRODUCTIFS";
"641212";"PROVISION PREAVIS PAYES NON EFFECTUES SUPPORT PRODUITS";"64121200";"PROVISION PREAVIS PAYES NON EFFECTUES SUPPORT PRODUITS";
"641213";"PROVISION PREAVIS PAYES NON EFFECTUES COMMERCIAUX";"64121300";"PROVISION PREAVIS PAYES NON EFFECTUES COMMERCIAUX";
"641214";"PROVISION PREAVIS PAYES NON EFFECTUES ADMINISTRATIFS";"64121400";"PROVISION PREAVIS PAYES NON EFFECTUES ADMINISTRATIFS";
"641221";"PROV PLD BRUT PRODUCTIFS 271 CG";"64122100";"PROV PLD BRUT PRODUCTIFS 271 CG";
"641222";"PROV PLD BRUT SUPP PRODTS 272 CG";"64122200";"PROV PLD BRUT SUPP PRODTS 272 CG";
"641241";"PROV. CONGES PAYES ou RTT BRUT PRODUCTIFS (CG)";"64124100";"PROV. CONGES PAYES ou RTT BRUT PRODUCTIFS (CG)";
"641242";"PROV. CONGES PAYES ou RTT BRUT SUPPORT PRODUITS (CG)";"64124200";"PROV. CONGES PAYES ou RTT BRUT SUPPORT PRODUITS (CG)";
"641243";"PROV. CONGES PAYES ou RTT BRUT COMMERCIAUX (CG)";"64124300";"PROV. CONGES PAYES ou RTT BRUT COMMERCIAUX (CG)";
"641244";"PROV. CONGES PAYES ou RTT BRUT ADMINISTRATIFS (CG)";"64124400";"PROV. CONGES PAYES ou RTT BRUT ADMINISTRATIFS (CG)";
"641252";"PRODUCTION IMMOBILISEE";"64125200";"PRODUCTION IMMOBILISEE";
"641271";"PROV. ASTREINTE BRUT PRODUCTIF";"64127100";"PROV. ASTREINTE BRUT PRODUCTIF";
"641272";"PROV. ASTREINTE BRUT SUPPORT PRODUIT";"64127200";"PROV. ASTREINTE BRUT SUPPORT PRODUIT";
"641273";"PROV. ASTREINTE BRUT COMMERCIAUX";"64127300";"PROV. ASTREINTE BRUT COMMERCIAUX";
"641274";"PROV. ASTREINTE BRUT ADMINISTRATIFS";"64127400";"PROV. ASTREINTE BRUT ADMINISTRATIFS";
"641300";"REMUNERATIONS VARIABLES";"64130000";"REMUNERATIONS VARIABLES";
"641311";"PROV. VARIABLES PRODUCTIS";"64131100";"PROV. VARIABLES PRODUCTIS";
"641312";"PROV. VARIABLES SUPPORT PRODUITS";"64131200";"PROV. VARIABLES SUPPORT PRODUITS";
"641313";"PROV. VARIABLES COMMERCIAUX";"64131300";"PROV. VARIABLES COMMERCIAUX";
"641314";"PROV. VARIABLES ADMINISTRATIFS";"64131400";"PROV. VARIABLES ADMINISTRATIFS";
"641320";"AVANTAGES EN NATURE";"64132000";"AVANTAGES EN NATURE";
"641321";"RETENUE AV NATURE";"64132100";"RETENUE AV NATURE";
"641350";"AUTRES PRIMES EXCEPTIONNELLES";"64135000";"AUTRES PRIMES EXCEPTIONNELLES";
"641400";"PRIMES DE PANIERS NON IMPOSABL";"64140000";"PRIMES DE PANIERS NON IMPOSABL";
"641410";"PRIMES DE TRANSPORT";"64141000";"PRIMES DE TRANSPORT";
"641412";"IJ PREVOYANCE";"64141200";"IJ PREVOYANCE";
"641413";"APPRENTI NON SOUMIS";"64141300";"APPRENTI NON SOUMIS";
"641414";"INDEMNITE STAGE ECOLE";"64141400";"INDEMNITE STAGE ECOLE";
"641415";"AUTRES PRIMES NON IMPOSABLES PRODUCTIFS (PAIE)";"64141500";"AUTRES PRIMES NON IMPOSABLES PRODUCTIFS (PAIE)";
"641417";"INDEMNITE DIF";"64141700";"INDEMNITE DIF";
"641418";"INDEMNITE RETRAITE NON IMPOSAB";"64141800";"INDEMNITE RETRAITE NON IMPOSAB";
"641419";"INDEMN RETAITE IMPOSABLE";"64141900";"INDEMN RETAITE IMPOSABLE";
"641420";"REMBOURS. MUT. PREVOY. IJSS";"64142000";"REMBOURS. MUT. PREVOY. IJSS";
"641421";"PROVISION INDEMNITES LICENCIEMENT PRODUCTIFS";"64142100";"PROVISION INDEMNITES LICENCIEMENT PRODUCTIFS";
"641422";"PROVISION INDEMNITES LICENCIEMENT SUPPORT PRODUITS";"64142200";"PROVISION INDEMNITES LICENCIEMENT SUPPORT PRODUITS";
"641423";"PROVISION INDEMNITES LICENCIEMENT COMMERCIAUX";"64142300";"PROVISION INDEMNITES LICENCIEMENT COMMERCIAUX";
"641424";"PROVISION INDEMNITES LICENCIEMENT ADMINISTRATIFS";"64142400";"PROVISION INDEMNITES LICENCIEMENT ADMINISTRATIFS";
"641425";"REMBOURSEMENT AIDE EMPLOI";"64142500";"REMBOURSEMENT AIDE EMPLOI";
"641431";"REMBOURSEMENT FONGECIF PRODUCTIFS";"64143100";"REMBOURSEMENT FONGECIF PRODUCTIFS";
"641432";"REMBOURSEMENT FONGECIF SUPPORT PRODUITS";"64143200";"REMBOURSEMENT FONGECIF SUPPORT PRODUITS";
"641433";"REMBOURSEMENT FONGECIF COMMERCIAUX";"64143300";"REMBOURSEMENT FONGECIF COMMERCIAUX";
"641434";"REMBOURSEMENT FONGECIF ADMINISTRATIFS";"64143400";"REMBOURSEMENT FONGECIF ADMINISTRATIFS";
"641450";"REGUL CSG/CRDS IJSS";"64145000";"REGUL CSG/CRDS IJSS";
"641671";"PROV REMBOURST FONGECIF PRODUCTIFS";"64167100";"PROV REMBOURST FONGECIF PRODUCTIFS";
"641672";"PROV REMBOURST FONGECIF SUPPORT PRODUITS";"64167200";"PROV REMBOURST FONGECIF SUPPORT PRODUITS";
"641673";"PROV REMBOURST FONGECIF COMMERCIAUX";"64167300";"PROV REMBOURST FONGECIF COMMERCIAUX";
"641674";"PROV REMBOURST FONGECIF ADMINISTRATIFS";"64167400";"PROV REMBOURST FONGECIF ADMINISTRATIFS";
"641911";"PROV. SALAIRE BRUT PRODUCTIFS APPORT";"64191100";"PROV. SALAIRE BRUT PRODUCTIFS APPORT";
"641912";"PROV. SALAIRE BRUT SUPPORT PRODUITS APPORT";"64191200";"PROV. SALAIRE BRUT SUPPORT PRODUITS APPORT";
"641913";"PROV. SALAIRE BRUT COMMERCIAUX APPORT";"64191300";"PROV. SALAIRE BRUT COMMERCIAUX APPORT";
